Outcome, Balls, Called_Strikes, Whiffs, Fouls, EV, LA, Sprint_Speed
Walk, 4, 1, 0, 1, None, None, 27.0
Walk, 4, 2, 0, 0, None, None, 27.0
Strikeout, 2, 1, 1, 2, None, None, 27.0
Strikeout, 3, 1, 1, 1, None, None, 27.0
Single, 0, 1, 0, 3, 93.5, 3, 27.0
Groundout, 0, 0, 0, 0, 82.6, 2, 27.0
Strikeout, 1, 3, 0, 0, None, None, 27.0
Single, 2, 2, 0, 0, 80.3, 11, 27.0
Hit By Pitch, 1, 1, 0, 0, None, None, 27.0
Lineout, 0, 1, 0, 0, 85.0, 23, 27.0
Single, 0, 0, 0, 0, 105.7, None, 27.0
Groundout, 0, 0, 0, 0, 84.4, -15, 27.0
Groundout, 1, 0, 0, 5, 92.6, -7, 27.0
Walk, 4, 0, 0, 1, None, None, 27.0
Sac Bunt, 0, 0, 0, 0, 25.0, 14, 27.0
Home Run, 0, 1, 0, 0, 95.9, 37, 27.0
Single, 3, 1, 0, 1, 105.7, 7, 27.0
Lineout, 2, 1, 1, 1, 88.8, 26, 27.0
Lineout, 3, 1, 0, 3, 89.2, 18, 27.0
Single, 1, 0, 0, 0, 69.6, 29, 27.0
Walk, 4, 0, 0, 0, None, None, 27.0
Groundout, 2, 0, 1, 3, 83.1, -8, 27.0
Flyout, 0, 0, 0, 0, 92.9, 38, 27.0
Single, 2, 0, 0, 0, 95.8, 15, 27.0
Flyout, 1, 0, 0, 2, 85.5, 29, 27.0
Lineout, 1, 2, 0, 2, 100.1, 16, 27.0
Groundout, 1, 0, 0, 0, 94.0, -18, 27.0
Groundout, 2, 1, 0, 0, None, None, 27.0
Pop Out, 3, 1, 0, 0, 85.5, 58, 27.0
Forceout, 1, 0, 0, 2, 100.5, -6, 27.0
Strikeout, 1, 0, 2, 0, None, None, 27.0
Single, 1, 1, 0, 0, 81.8, 13, 27.0
Groundout, 1, 0, 1, 1, 79.0, -25, 27.0
Strikeout, 1, 1, 2, 0, None, None, 27.0
Single, 2, 1, 0, 0, 90.0, 8, 27.0
Double, 0, 0, 0, 0, 93.6, 18, 27.0
Groundout, 0, 0, 0, 1, 87.6, 4, 27.0
Forceout, 1, 0, 0, 2, 99.9, 14, 27.0
Single, 1, 2, 0, 0, 44.9, -53, 27.0
Strikeout, 1, 2, 1, 1, None, None, 27.0
Lineout, 2, 0, 0, 3, 56.0, 25, 27.0
Home Run, 1, 1, 0, 0, 101.6, 29, 27.0
Strikeout, 3, 0, 2, 1, None, None, 27.0
Pop Out, 0, 0, 0, 1, 88.4, 62, 27.0
Home Run, 1, 0, 0, 0, 102.6, 24, 27.0
Flyout, 2, 0, 0, 1, 89.1, 33, 27.0
Flyout, 0, 0, 0, 0, 89.6, 39, 27.0
Groundout, 2, 0, 1, 2, 34.9, 32, 27.0
Hit By Pitch, 0, 1, 0, 1, None, None, 27.0
Groundout, 1, 0, 0, 2, 91.0, -23, 27.0
Groundout, 2, 2, 0, 2, 79.1, -30, 27.0
Strikeout, 0, 2, 1, 0, None, None, 27.0
Flyout, 1, 1, 0, 0, 87.2, 44, 27.0
Sac Fly, 1, 0, 0, 0, 98.4, 25, 27.0
Single, 0, 1, 0, 1, 92.4, 8, 27.0
Groundout, 0, 0, 0, 0, 102.3, -3, 27.0
Walk, 4, 2, 0, 0, None, None, 27.0
Walk, 4, 0, 0, 0, None, None, 27.0
Flyout, 2, 0, 1, 4, 91.7, 37, 27.0
Strikeout, 3, 0, 2, 2, None, None, 27.0
Flyout, 2, 2, 0, 1, 77.3, 30, 27.0
Groundout, 2, 1, 0, 0, 80.3, -25, 27.0
Walk, 4, 2, 0, 1, None, None, 27.0
Flyout, 1, 1, 0, 2, 85.7, 30, 27.0
Lineout, 1, 1, 1, 1, 96.4, 22, 27.0
Groundout, 0, 0, 1, 0, 96.3, -20, 27.0
Flyout, 1, 0, 0, 0, 84.1, 47, 27.0
Single, 1, 1, 0, 0, 73.4, -39, 27.0
Lineout, 1, 0, 1, 0, 90.9, 21, 27.0
Single, 1, 1, 0, 0, 73.4, -39, 27.0
